Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,mrp_rs,selling_price_rs,discount_amount_rs,potential_revenue
Beverages,The Bake Shop Whole Wheat Bread,4000,0,0,4000,400,True,400,40.0,40.0,0.0,0.0
Beverages,Funfoods Peanut Butter Creamy,16900,0,1,16900,400,False,400,169.0,169.0,0.0,169.0
Beverages,D'lecta Cheddar Cheese,19900,5,6,18900,200,False,200,199.0,189.0,10.0,1134.0
Beverages,RRO Mascarpone Cheese,35500,50,6,17700,200,False,200,355.0,177.0,178.0,1062.0
Beverages,RRO Goat Milk Fetta Cheee,34500,31,6,23700,100,False,100,345.0,237.0,108.0,1422.0
Beverages,Go Cheese Processed Block,24900,4,6,23700,400,False,400,249.0,237.0,12.0,1422.0
Beverages,Go Processed Cheese Block,12500,4,6,11900,200,False,200,125.0,119.0,6.0,714.0
Beverages,The Whole Truth Peanut Butter - Sweetened & Crunchy,21500,20,6,17200,325,False,325,215.0,172.0,43.0,1032.0
Beverages,Laughing Cow Cheese 8 Portion 120Gm Imported,11000,0,6,11000,120,False,120,110.0,110.0,0.0,660.0
Beverages,Amulya Dairy Whitener,38000,2,4,37200,1000,False,1,380.0,372.0,8.0,1488.0
Beverages,Dlicia Whip Topping Bottle,23500,27,5,17100,1000,False,1,235.0,171.0,64.0,855.0
Beverages,Go Cheese Spread - Four Pepper (Soft & Creamy),9900,5,6,9400,200,False,200,99.0,94.0,5.0,564.0
Beverages,Amul Safed Makkhan,23500,1,6,23200,500,False,500,235.0,232.0,3.0,1392.0
Beverages,Funfoods Peanut Butter Crunchy,16900,7,1,15600,400,False,400,169.0,156.0,13.0,156.0
Beverages,Pantai Coconut Milk,15000,0,4,15000,400,False,400,150.0,150.0,0.0,600.0
Beverages,Go Cheese Processed Squares,12500,5,6,11800,200,False,200,125.0,118.0,7.0,708.0
Beverages,RRO Burrata Cheese,25000,50,4,12500,200,False,200,250.0,125.0,125.0,500.0
Beverages,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,22900,10,6,20600,400,False,400,229.0,206.0,23.0,1236.0
Beverages,The Laughing Cow Cheese Cubes,15000,0,4,15000,200,False,200,150.0,150.0,0.0,600.0
Beverages,RRO Mozzarella Pizza Cheese,27500,50,6,13700,200,False,200,275.0,137.0,138.0,822.0
Beverages,Dlecta Cheese Cubes 2,14500,5,6,13700,200,False,200,145.0,137.0,8.0,822.0
Beverages,RRO Fresh Ricotta,27500,50,6,13700,200,False,200,275.0,137.0,138.0,822.0
Beverages,Pantai Coconut Cream,15000,4,4,14300,400,False,400,150.0,143.0,7.0,572.0
Beverages,Suguna Fit Egg,12000,43,4,6800,348,False,6,120.0,68.0,52.0,272.0
Beverages,The Whole Truth Peanut Butter With Dates - Creamy No Sugar,21500,9,6,19400,325,False,325,215.0,194.0,21.0,1164.0
Beverages,RRO Cheddar Block Cheese,29500,50,6,14700,200,False,200,295.0,147.0,148.0,882.0
Beverages,Go Pizza Cheese,14000,5,6,13300,200,False,200,140.0,133.0,7.0,798.0
Beverages,Go Cheese Spread - Garlic,9900,5,6,9400,200,False,200,99.0,94.0,5.0,564.0
Beverages,Suguna Heart- Omega3,7200,13,4,6200,348,False,6,72.0,62.0,10.0,248.0
Beverages,The Whole Truth Dark Chocolate Peanut Butter - Crunchy,23500,20,5,18800,325,False,325,235.0,188.0,47.0,940.0
Beverages,Dlecta Natural Cheddar Slices,19900,5,6,18900,200,False,200,199.0,189.0,10.0,1134.0
Beverages,Dlecta Cheese Block,14500,0,6,14500,200,False,200,145.0,145.0,0.0,870.0
Beverages,The Laughing Cow Plain Processed Cheese Block,15000,0,6,15000,200,False,200,150.0,150.0,0.0,900.0
Beverages,Prabhat Malai Paneer Pouch,8000,0,0,8000,200,True,200,80.0,80.0,0.0,0.0
Beverages,Pillsbury Pancake Mix - Funfetti,9900,11,0,8800,162,True,162,99.0,88.0,11.0,0.0
Beverages,Suguna Vitamin D Egg,7500,17,0,6200,348,True,6,75.0,62.0,13.0,0.0
Beverages,Britannia Burger Bun with Sesame Seed,3000,0,0,3000,200,True,200,30.0,30.0,0.0,0.0
Beverages,D'lecta Shredded Mozzarella Cheese,10000,5,0,9500,140,True,140,100.0,95.0,5.0,0.0
Beverages,The Bake Shop Burger Buns,2000,0,0,2000,100,True,100,20.0,20.0,0.0,0.0
Beverages,Amul Cheese Spread Spicy Garlic,8500,3,0,8200,200,True,200,85.0,82.0,3.0,0.0
Beverages,The Whole Truth Peanut Butter - Unsweetened & Crunchy,18500,20,0,14800,325,True,325,185.0,148.0,37.0,0.0
Beverages,Go Cheese Pizza Blend Mozzarella + Cheddar,12500,5,0,11800,200,True,200,125.0,118.0,7.0,0.0
Beverages,Nestle A+ Slim Milk,8900,0,0,8900,1000,True,1,89.0,89.0,0.0,0.0
Beverages,The Bake Shop Multi Grain Bread,6500,0,0,6500,400,True,400,65.0,65.0,0.0,0.0
Beverages,Suguna Nourish Egg,6200,0,0,6200,696,True,12,62.0,62.0,0.0,0.0
Beverages,Britannia Atta Kulcha,3000,0,0,3000,250,True,250,30.0,30.0,0.0,0.0
Beverages,President Butter - Salted,5400,0,6,5400,100,False,100,54.0,54.0,0.0,324.0
Beverages,Amul Cheese Spread Yummy Plain,8500,0,0,8500,200,True,200,85.0,85.0,0.0,0.0
Beverages,Britannia Cheese Garlic Bread,3500,0,0,3500,300,True,300,35.0,35.0,0.0,0.0
Beverages,Nestle A+ Slim Dahi - Low Fat,7800,3,0,7500,400,True,400,78.0,75.0,3.0,0.0
Beverages,The Bake Shop Pizza Base Whole Wheat,3000,0,0,3000,150,True,150,30.0,30.0,0.0,0.0
Beverages,Amul Pizza Cheese - Mozzarella,10000,1,0,9900,200,True,200,100.0,99.0,1.0,0.0
Beverages,Amul Cheese Slices,7100,1,0,7000,100,True,100,71.0,70.0,1.0,0.0
Beverages,Amul Slim Trim Skimmed Milk,7500,0,0,7500,1000,True,1,75.0,75.0,0.0,0.0
Beverages,Suguna Active - DHA,7200,13,4,6200,348,False,6,72.0,62.0,10.0,248.0
Beverages,Amul Lactose Free Milk,2500,4,0,2400,250,True,250,25.0,24.0,1.0,0.0
Beverages,Amul Fresh Cream,6300,0,0,6300,250,True,250,63.0,63.0,0.0,0.0
Beverages,Amul Taaza Toned Homogenised Milk,6600,3,0,6400,1000,True,1,66.0,64.0,2.0,0.0
Beverages,Amul Malai Paneer Fresh,7600,3,0,7300,200,True,200,76.0,73.0,3.0,0.0
Beverages,The Laughing Cow Cheese Spread Plain,11000,0,6,11000,180,False,180,110.0,110.0,0.0,660.0
Beverages,Yoga Bar Peanut Butter Dark Chocolate Jar,24900,0,4,24900,400,False,400,249.0,249.0,0.0,996.0
Beverages,The Bake Shop Whole Wheat Ladi Pav,4000,0,0,4000,200,True,200,40.0,40.0,0.0,0.0
Beverages,D'lecta Cream Cheese,16900,4,4,16100,150,False,150,169.0,161.0,8.0,644.0
Beverages,Amul Cheese Sauce Jalapeno,7500,0,5,7500,200,False,200,75.0,75.0,0.0,375.0
Beverages,So Good Almond Milk - Natural Unsweetened,7000,0,4,7000,200,False,200,70.0,70.0,0.0,280.0
Beverages,Epigamia Misti Doi,3000,0,6,3000,85,False,85,30.0,30.0,0.0,180.0
Beverages,Amul Cheese - Block,24500,2,6,24000,500,False,500,245.0,240.0,5.0,1440.0
Beverages,Amul Butter - Pasteurised (School Pack),5900,3,6,5700,100,False,100,59.0,57.0,2.0,342.0
Beverages,Britannia Brown Bread,4200,0,4,4200,400,False,400,42.0,42.0,0.0,168.0
Beverages,Amul Fresh Cream,19700,3,3,19100,1000,False,1,197.0,191.0,6.0,573.0
Beverages,Epigamia Natural Greek Yogurt,4500,0,6,4500,90,False,90,45.0,45.0,0.0,270.0
Beverages,The Bake Shop Pizza Base,3000,0,1,3000,150,False,150,30.0,30.0,0.0,30.0
Beverages,Amul Delicious Fat Spread - Cholesterol Free,1800,5,6,1700,100,False,100,18.0,17.0,1.0,102.0
Beverages,D'lecta Dairy Cream,5400,5,6,5100,200,False,200,54.0,51.0,3.0,306.0
Beverages,Nestle A+ Actiplus Probiotic Dahi Plain Curd,7800,3,5,7500,400,False,400,78.0,75.0,3.0,375.0
Beverages,Bio Nutrients Pure Diet Tofu Gold,6000,5,5,5700,200,False,200,60.0,57.0,3.0,285.0
Beverages,Amul Delicious Fat Spread - Cholesterol Free,8800,2,2,8600,500,False,500,88.0,86.0,2.0,172.0
Beverages,Amul Mithai Mate Condensed Sweetened Milk,5600,3,4,5400,200,False,200,56.0,54.0,2.0,216.0
Beverages,Arden Eggs Brown,8500,7,4,7900,348,False,6,85.0,79.0,6.0,316.0
Beverages,Arden Desi Eggs,11000,13,4,9500,348,False,6,110.0,95.0,15.0,380.0
Beverages,Amul Cheese Spread Creamy,8500,5,6,8000,180,False,180,85.0,80.0,5.0,480.0
Beverages,The Bake Shop Foot Long,4000,0,1,4000,200,False,200,40.0,40.0,0.0,40.0
Beverages,Amul Cheese Slices,36000,0,1,35900,750,False,750,360.0,359.0,1.0,359.0
Beverages,Suguna Sharp Egg,7200,13,3,6200,348,False,6,72.0,62.0,10.0,186.0
Beverages,Amul Cheese Sauce Mexican Salsa,7500,4,1,7200,200,False,200,75.0,72.0,3.0,72.0
Beverages,Nestle Everyday Dairy Whitener,21000,0,4,21000,400,False,400,210.0,210.0,0.0,840.0
Beverages,Amul Pizza Cheese Processed,10900,4,6,10400,200,False,200,109.0,104.0,5.0,624.0
Beverages,Betty Crocker Complete Pancake Mix Original,11000,4,6,10500,250,False,500,110.0,105.0,5.0,630.0
Beverages,Amul Lite Spread,4000,2,5,3900,100,False,100,40.0,39.0,1.0,195.0
Beverages,Go Cheese Slice - Plain,14000,5,6,13300,200,False,200,140.0,133.0,7.0,798.0
Beverages,Pillsbury Choco Chip Pancake Mix,9900,5,6,9400,165,False,165,99.0,94.0,5.0,564.0
Beverages,RRO Sour Cream,27500,50,4,13700,200,False,200,275.0,137.0,138.0,548.0
Beverages,D'lecta Natural Feta Cheese Block,10000,5,4,9500,100,False,100,100.0,95.0,5.0,380.0
Beverages,Amul Cheese - Pepper,8500,3,6,8200,200,False,200,85.0,82.0,3.0,492.0
Beverages,Nestle A+ Nourish Dahi,7000,2,6,6800,400,False,400,70.0,68.0,2.0,408.0
Beverages,Amul Processed Cheese Block,10600,0,6,10600,200,False,200,106.0,106.0,0.0,636.0
Beverages,Britannia Multigrain Bread,5500,0,4,5500,400,False,400,55.0,55.0,0.0,220.0
Beverages,Go Cheese  Spread Plain,9900,5,6,9400,200,False,200,99.0,94.0,5.0,564.0
Beverages,Epigamia Almond Milk Unsweetened Dairy Free,30000,33,4,19900,1000,False,1,300.0,199.0,101.0,796.0
Beverages,The Laughing Cow Cheese Slices,15500,0,2,15500,200,False,200,155.0,155.0,0.0,310.0
Beverages,The Whole Truth Dark Chocolate Peanut Butter - Creamy,23500,25,6,17400,325,False,325,235.0,174.0,61.0,1044.0
Beverages,Amul Unsalted Cooking Butter,24500,2,6,23800,500,False,500,245.0,238.0,7.0,1428.0
Beverages,Epigamia Greek Yogurt - Natural,20000,0,1,20000,400,False,400,200.0,200.0,0.0,200.0
Beverages,Mother Dairy Toned Milk Pouch,2500,0,4,2500,500,False,500,25.0,25.0,0.0,100.0
Beverages,Mother Dairy Classic Curd,3000,3,6,2900,400,False,400,30.0,29.0,1.0,174.0
Beverages,Mother Dairy Ultra Full Cream Milk,3100,0,4,3100,500,False,500,31.0,31.0,0.0,124.0
Beverages,Amul Butter - Pasteurised,5000,2,6,4900,100,False,100,50.0,49.0,1.0,294.0
Beverages,Britannia Sandwich White Bread,3300,0,4,3300,350,False,350,33.0,33.0,0.0,132.0
Beverages,iD Curd Pouch,3500,2,6,3400,400,False,400,35.0,34.0,1.0,204.0
Beverages,iD Idli & Dosa Batter,8000,15,6,6800,1000,False,1,80.0,68.0,12.0,408.0
Beverages,Britannia 100% Whole Wheat Bread,4500,0,4,4500,450,False,450,45.0,45.0,0.0,180.0
Beverages,Britannia Healthy Slice Sandwich Bread,4000,0,4,4000,450,False,450,40.0,40.0,0.0,160.0
Beverages,Gowardhan Classic Block Fresh Paneer,8900,8,6,8100,200,False,200,89.0,81.0,8.0,486.0
Beverages,Amul Processed Cheese Cubes,10600,4,6,10100,200,False,200,106.0,101.0,5.0,606.0
Beverages,Britannia Pav,2200,0,4,2200,250,False,250,22.0,22.0,0.0,88.0
Beverages,Amul Butter - Pasteurised,24500,2,6,24000,500,False,500,245.0,240.0,5.0,1440.0
Beverages,Arden Eggs White,9700,0,4,9700,696,False,12,97.0,97.0,0.0,388.0
Beverages,Arden Eggs White,6500,15,4,5500,348,False,6,65.0,55.0,10.0,220.0
Beverages,Nestle A+ Nourish Dahi,3500,2,6,3400,200,False,200,35.0,34.0,1.0,204.0
Beverages,Britannia Burger Bun with Sesame Seed,1500,0,4,1500,100,False,100,15.0,15.0,0.0,60.0
Beverages,Amul Frozen Malai Paneer,7500,2,6,7300,200,False,200,75.0,73.0,2.0,438.0
Beverages,iD Natural Paneer,10500,5,6,9900,200,False,200,105.0,99.0,6.0,594.0
Beverages,Britannia Fruit Bun,1700,0,3,1700,100,False,100,17.0,17.0,0.0,51.0
Beverages,Amul Cheese - Processed Slices,12200,1,6,12000,200,False,200,122.0,120.0,2.0,720.0
Beverages,iD Curd Cup,6000,0,6,6000,400,False,400,60.0,60.0,0.0,360.0
Beverages,The Bake Shop Premium White Sandwich Bread,3000,0,1,3000,400,False,400,30.0,30.0,0.0,30.0
Beverages,Suguna Nourish Egg,7200,16,0,6000,348,True,6,72.0,60.0,12.0,0.0
Beverages,RRO Mozzarella Block Cheese,29500,50,0,14700,200,True,200,295.0,147.0,148.0,0.0
Beverages,Go Cheese Processed Angles Plain,10000,5,6,9500,160,False,160,100.0,95.0,5.0,570.0
Biscuits,Britannia Nutri Choice Cracker Sugar Free Biscuit,3500,0,0,3500,300,True,300,35.0,35.0,0.0,0.0
Biscuits,Bauli Moonfils Strawberry,1500,0,5,1500,45,False,45,15.0,15.0,0.0,75.0
Biscuits,Britannia Good Day Butter Cookies,8000,10,6,7200,600,False,600,80.0,72.0,8.0,432.0
Biscuits,Parle Hide & Seek Choco Rolls,6000,0,1,6000,120,False,120,60.0,60.0,0.0,60.0
Biscuits,The Bake Shop Jeera Ajwain Bread Sticks,6000,6,6,5600,100,False,100,60.0,56.0,4.0,336.0
Biscuits,Parle Fab!o Vanilla Creme Sandwich Biscuit,3000,3,6,2900,120,False,120,30.0,29.0,1.0,174.0
Biscuits,Sunfeast Farmlite Nuts Digestive,7000,11,6,6200,250,False,250,70.0,62.0,8.0,372.0
Biscuits,McVitie's Butter Cookies,3000,10,6,2700,200,False,200,30.0,27.0,3.0,162.0
Biscuits,Britannia Pure Magic - Chocolush,3500,2,6,3400,100,False,100,35.0,34.0,1.0,204.0
Biscuits,Britannia Nutri Choice Ragi Cookies,7000,10,6,6300,150,False,150,70.0,63.0,7.0,378.0
Biscuits,Dukes Nibbles - Ranch Crackers,5000,0,6,5000,150,False,150,50.0,50.0,0.0,300.0
Biscuits,Danish Butter Cookies,35000,0,1,35000,400,False,400,350.0,350.0,0.0,350.0
Biscuits,The Bake Shop Sesame Seed Crackers,13000,10,4,11600,100,False,150,130.0,116.0,14.0,464.0
Biscuits,Good Day Butter Cookies,1000,0,0,1000,75,True,75,10.0,10.0,0.0,0.0
Biscuits,Britannia Marie Gold Biscuits Packet,3000,0,0,3000,250,True,250,30.0,30.0,0.0,0.0
Biscuits,The Bake Shop Maska & Multigrain Cheese Crackers,13000,10,3,11600,100,False,150,130.0,116.0,14.0,348.0
Biscuits,Britannia Good Day Cashew Cookies,2000,0,0,2000,100,True,100,20.0,20.0,0.0,0.0
Biscuits,Britannia Tiger Krunch Biscuits,12000,0,4,12000,400,False,400,120.0,120.0,0.0,480.0
Biscuits,The Bake Shop Whole Wheat Multigrain Lavash,7500,6,3,7000,100,False,200,75.0,70.0,5.0,210.0
Biscuits,Britannia Good Day Cashew Cookies Pack Of 6,12000,10,6,10800,120,False,120,120.0,108.0,12.0,648.0
Biscuits,Parle Fab Bourbon,3000,0,3,3000,150,False,150,30.0,30.0,0.0,90.0
Biscuits,Open Secret White Choco Tiffin Pack,3500,22,1,2700,25,False,25,35.0,27.0,8.0,27.0
Biscuits,The Bake Shop Whole Wheat Bread Sticks,6000,6,1,5600,100,False,100,60.0,56.0,4.0,56.0
Biscuits,Unibic Assorted Cookies,14900,8,6,13700,450,False,450,149.0,137.0,12.0,822.0
Biscuits,The Bake Shop Milk & Raisin Toast (Rusk),6000,6,4,5600,200,False,200,60.0,56.0,4.0,224.0
Biscuits,McVitie's Oat Cookies,4500,0,2,4500,120,False,120,45.0,45.0,0.0,90.0
Biscuits,Lotte Choco Pie Cocoa Pie,9000,10,6,8100,168,False,168,90.0,81.0,9.0,486.0
Biscuits,The Bake Shop Masala Lavash,7500,6,6,7000,100,False,200,75.0,70.0,5.0,420.0
Biscuits,Britannia Good Day Nut Cookies,3000,0,6,3000,120,False,120,30.0,30.0,0.0,180.0
Biscuits,Sunfeast Mom's Magic Rich Butter Cookies,3000,10,6,2700,200,False,200,30.0,27.0,3.0,162.0
Biscuits,The Bake Shop Whole Wheat Toast (Rusk),6000,6,4,5600,200,False,200,60.0,56.0,4.0,224.0
Biscuits,Open Secret Peanut Butter Story Box,10500,22,6,8100,75,False,75,105.0,81.0,24.0,486.0
Biscuits,Open Secret White Choco Story Box,10500,22,6,8100,75,False,75,105.0,81.0,24.0,486.0
Biscuits,Bauli Moonfils Veg - Strawberry,1500,0,5,1500,45,False,47,15.0,15.0,0.0,75.0
Biscuits,Sunfeast Dark Fantasy Choco Fills,3500,8,0,3200,75,True,75,35.0,32.0,3.0,0.0
Biscuits,Britannia Nutri Choice Digestive Biscuits Packet,2500,0,0,2500,100,True,100,25.0,25.0,0.0,0.0
Biscuits,Britannia Classic Little Hearts,2500,0,0,2500,75,True,75,25.0,25.0,0.0,0.0
Biscuits,Britannia Nutri Choice Oats Choco Almond Biscuit,2500,10,0,2250,100,True,75,25.0,22.5,2.5,0.0
Biscuits,Cadbury Oreo Chocolatey Sandwich Biscuits Family Pack,8000,0,0,8000,300,True,300,80.0,80.0,0.0,0.0
Biscuits,Bauli Moonfils Orange Puff Roll,1500,0,0,1500,45,True,45,15.0,15.0,0.0,0.0
Biscuits,Britannia Treat Jimjam Cream Biscuits,2500,0,0,2500,100,True,100,25.0,25.0,0.0,0.0
Biscuits,Britannia Toastea Premium Bake Rusk,5000,6,0,4700,300,True,300,50.0,47.0,3.0,0.0
Biscuits,The Bake Shop Jeera Khari,6500,0,0,6500,200,True,200,65.0,65.0,0.0,0.0
Biscuits,Bauli Moonfils Choco Cream (With Egg),1500,0,0,1500,45,True,45,15.0,15.0,0.0,0.0
Biscuits,"Cadbury Oreo Creme Biscuit - Vanilla, Original 120 g",3000,3,0,2900,120,True,120,30.0,29.0,1.0,0.0
Biscuits,Bauli Moonfils - Vanilla,1500,0,0,1500,45,True,45,15.0,15.0,0.0,0.0
Biscuits,Britannia Roll Yo! Choco Swiss Roll (With Egg),1000,0,0,1000,28,True,28,10.0,10.0,0.0,0.0
Biscuits,Britannia Milk Bikis Cream Biscuit,7000,0,0,7000,500,True,500,70.0,70.0,0.0,0.0
Biscuits,Open Secret Choco Almond Story Box,10500,22,0,8100,75,True,75,105.0,81.0,24.0,0.0
Biscuits,Parle Monaco Sixer Salted Biscuits,6000,10,0,5400,200,True,200,60.0,54.0,6.0,0.0
Biscuits,Sunfeast Dark Fantasy Bourbon Bliss,3500,17,0,2900,150,True,150,35.0,29.0,6.0,0.0
Biscuits,Britannia Good Day Cashew Cookies,23000,25,0,17200,1000,True,1,230.0,172.0,58.0,0.0
Biscuits,Britannia Roll Yo! Strawberry Swiss Roll,1000,0,0,1000,28,True,28,10.0,10.0,0.0,0.0
Biscuits,Sunfeast Mom's Magic Cashew & Almond Biscuit,1000,0,0,1000,60,True,60,10.0,10.0,0.0,0.0
Biscuits,Cadbury Oreo Strawberry Bicuits,3000,3,0,2900,120,True,120,30.0,29.0,1.0,0.0
Biscuits,Britannia Good Day Cashew Cookies Packet,4000,5,0,3800,200,True,200,40.0,38.0,2.0,0.0
Biscuits,Britannia Nice Time Biscuit,2500,0,0,2500,150,True,150,25.0,25.0,0.0,0.0
Biscuits,Britannia Milk Bikis Cream Biscuit,4500,0,0,4500,200,True,200,45.0,45.0,0.0,0.0
Biscuits,Britannia Bourbon Chocolate Cream Biscuits,3500,2,0,3400,150,True,150,35.0,34.0,1.0,0.0
Biscuits,Dukes Waffy Chocolate Wafer Rolls,15000,50,0,7500,250,True,250,150.0,75.0,75.0,0.0
Biscuits,Britannia Milk Bikis Milky Sandwich,2500,0,0,2500,120,True,120,25.0,25.0,0.0,0.0
Biscuits,Britannia Marie Gold Biscuit,2800,0,0,2800,200,True,200,28.0,28.0,0.0,0.0
Biscuits,Britannia Marie Gold (Buy 4 Get 1 Free),8000,0,0,8000,600,True,600,80.0,80.0,0.0,0.0
Biscuits,Britannia 50-50 Maska Chaska Biscuit,1000,0,0,1000,46,True,45,10.0,10.0,0.0,0.0
Biscuits,Unibic Choco Nut Cookies,2500,8,0,2300,75,True,75,25.0,23.0,2.0,0.0
Biscuits,Britannia Vita Marie Gold Biscuit,4500,0,0,4500,300,True,300,45.0,45.0,0.0,0.0
Biscuits,The Bake Shop Maska Khari,6500,6,0,6100,200,True,100,65.0,61.0,4.0,0.0
Biscuits,Parle Fab! Jam-In Cream Filled,3500,2,0,3400,150,True,150,35.0,34.0,1.0,0.0
Biscuits,Sunfeast Nice Biscuit,2500,12,0,2200,150,True,150,25.0,22.0,3.0,0.0
Biscuits,Britannia Nutrichoice 5 Grain Digestive Biscuits,7500,0,0,7500,200,True,200,75.0,75.0,0.0,0.0
Biscuits,Orion Choco Pie - Chocolate Coated Soft Biscuit,15000,25,2,11200,336,False,336,150.0,112.0,38.0,224.0
Biscuits,Unibic Oatmeal Digestive Cookies,5000,6,6,4700,150,False,150,50.0,47.0,3.0,282.0
Biscuits,Bauli Moonfills Pack of 4,6000,10,6,5400,180,False,190,60.0,54.0,6.0,324.0
Biscuits,Britannia Treat Creme Wafers - Orange,4500,11,6,4000,60,False,60,45.0,40.0,5.0,240.0
Biscuits,Britannnia 50-50 Sweet & Salty Biscuit,2500,0,4,2500,200,False,200,25.0,25.0,0.0,100.0
Biscuits,Britannia Good Day Chunky Cookies,5000,15,6,4250,120,False,120,50.0,42.5,7.5,255.0
Biscuits,Sunfeast Marie Light,2300,13,1,2000,200,False,200,23.0,20.0,3.0,20.0
Biscuits,Britannia Bourbon Biscuit Buy 4 Get 1 Free,8000,10,2,7200,500,False,500,80.0,72.0,8.0,144.0
Biscuits,The Bake Shop Whole Wheat Oats Khari,6500,6,5,6100,200,False,200,65.0,61.0,4.0,305.0
Biscuits,Britannia Nutri Choice Oats Milk Almond Biscuit,2500,10,6,2250,75,False,75,25.0,22.5,2.5,135.0
Biscuits,Britannia 50-50 Maska Chaska Biscuit,7500,10,6,6750,300,False,300,75.0,67.5,7.5,405.0
Biscuits,Sunfeast Dark Fantasy Choco Creme,8000,27,4,5800,300,False,300,80.0,58.0,22.0,232.0
Biscuits,Sunfeast Mom's Magic Cashew & Almond Cookies Packet,3000,10,3,2700,200,False,200,30.0,27.0,3.0,81.0
Biscuits,Unibic SugarFree - Oatmeal Cookies,5000,16,3,4200,75,False,75,50.0,42.0,8.0,126.0
Biscuits,Parle Hide & Seek Cookies With Added Almonds,3000,3,1,2900,100,False,100,30.0,29.0,1.0,29.0
Biscuits,Unibic Fruit & Nut Cookies,2500,8,3,2300,67,False,67,25.0,23.0,2.0,69.0
Biscuits,Sunfeast Yumfills Whoopie Pie,14000,25,5,10500,253,False,276,140.0,105.0,35.0,525.0
Biscuits,Britannia Toastea Premium Bake Rusk,11000,14,1,9400,700,False,700,110.0,94.0,16.0,94.0
Biscuits,Lotte Choco Pie Chocolate Cake,2500,0,6,2500,56,False,56,25.0,25.0,0.0,150.0
Biscuits,Sunfeast Dark Fantasy Choco Fills Cookies Packet,15000,15,3,12700,300,False,300,150.0,127.0,23.0,381.0
Biscuits,Bauli Moonfils Choco Veg Puff Roll,1500,0,2,1500,45,False,45,15.0,15.0,0.0,30.0
Biscuits,Lotte Choco Pie,8000,10,3,7200,168,False,168,80.0,72.0,8.0,216.0
Biscuits,Britannia Good Day Cashew Cookies,1000,0,6,1000,60,False,58,10.0,10.0,0.0,60.0
Biscuits,Britannia 50-50 Maska Chaska Biscuits,3200,3,6,3100,120,False,120,32.0,31.0,1.0,186.0
Biscuits,Dukes Waffy Chocolate Wafers,4500,51,4,2200,60,False,75,45.0,22.0,23.0,88.0
Biscuits,Britannia Nutri Choice Digestive Biscuit,4500,0,1,4500,200,False,150,45.0,45.0,0.0,45.0
Biscuits,Britannia Goodday Chocochip Cookies,12000,17,5,9900,400,False,400,120.0,99.0,21.0,495.0
Biscuits,Britannia Good Day Pista Badam,4500,2,1,4400,200,False,200,45.0,44.0,1.0,44.0
Biscuits,Cadbury Chocobakes Chocolate Filled Cookies,3000,0,5,3000,75,False,75,30.0,30.0,0.0,150.0
Biscuits,Dukes Waffy Strawberry Roll,15000,50,3,7500,250,False,250,150.0,75.0,75.0,225.0
Biscuits,Parle Monaco Classic Salty Biscuits,7000,0,4,7000,400,False,400,70.0,70.0,0.0,280.0
Biscuits,Dukes Waffy Orange Wafers,4500,51,5,2200,60,False,75,45.0,22.0,23.0,110.0
Biscuits,Britannia Good Day Pista Badam,2000,0,6,2000,100,False,100,20.0,20.0,0.0,120.0
Biscuits,Britannia Milk Bikis Biscuits Packet,2000,0,3,2000,200,False,200,20.0,20.0,0.0,60.0
Biscuits,Britannia Toastea (Premium Bake Rusk),6500,0,6,6500,400,False,400,65.0,65.0,0.0,390.0
Biscuits,Dukes Waffy Strawberry Wafers,4500,51,2,2200,60,False,75,45.0,22.0,23.0,44.0
Biscuits,Britannia Toastea Premium Bake Rusk,3500,0,3,3500,182,False,182,35.0,35.0,0.0,105.0
Biscuits,McVitie's Marie biscuits with Goodness of Calcium,3000,0,6,3000,250,False,250,30.0,30.0,0.0,180.0
Biscuits,Patanjali Atta Doodh Rusk,4000,0,0,4000,300,True,300,40.0,40.0,0.0,0.0
Biscuits,Britannia Treat Croissant Vanilla Creme Roll,2000,10,2,1800,47,False,47,20.0,18.0,2.0,36.0
Biscuits,Britannia Good Day Choco Chip Cookies,3000,3,6,2900,100,False,100,30.0,29.0,1.0,174.0
Biscuits,Open Secret Choco Almond Tiffin Pack,3500,22,3,2700,25,False,25,35.0,27.0,8.0,81.0
Biscuits,Lotte Choco Pie,15000,20,6,12000,696,False,12,150.0,120.0,30.0,720.0
Biscuits,Baker Street Suji Rusk Large Pack,3000,10,6,2700,200,False,200,30.0,27.0,3.0,162.0
Biscuits,Parle Hide & Seek Choco Rolls,3000,0,1,3000,75,False,75,30.0,30.0,0.0,30.0
Biscuits,Sunfeast Dark Fantasy Vanilla Creme,8000,15,6,6800,300,False,300,80.0,68.0,12.0,408.0
Biscuits,Britannia Treat Burst Choco Creme Fills,3000,0,3,3000,120,False,120,30.0,30.0,0.0,90.0
Biscuits,Britannia Treat Jimjam Family Pack (Buy 4 Get 1 Free),10000,0,6,10000,500,False,500,100.0,100.0,0.0,600.0
Biscuits,Parle Milano Mixed Berries Cookies,3500,2,3,3400,75,False,75,35.0,34.0,1.0,102.0
Biscuits,Britannia Pure Magic Choco Lush Cookies,12000,20,4,9600,300,False,300,120.0,96.0,24.0,384.0
Biscuits,Britannia Treart Creme Wafers Chocolate,4500,11,6,4000,60,False,1,45.0,40.0,5.0,240.0
