Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,mrp_rs,selling_price_rs,discount_amount_rs,potential_revenue
Chocolates & Candies,Veeba Thousand Island Dressing,14900,8,6,13700,300,False,300,149.0,137.0,12.0,822.0
Chocolates & Candies,Veeba Salsa Dip,11900,6,6,11100,360,False,360,119.0,111.0,8.0,666.0
Chocolates & Candies,Kellogg's No Added Sugar Muesli,33500,11,6,29800,500,False,500,335.0,298.0,37.0,1788.0
Chocolates & Candies,Mother's Recipe Pickle - Red Stuffed Chilli,14500,11,3,12900,400,False,400,145.0,129.0,16.0,387.0
Chocolates & Candies,Kissan Pineapple Jam,16500,9,1,14900,500,False,500,165.0,149.0,16.0,149.0
Chocolates & Candies,Ching's Secret Mix Veg Instant Soup,1000,0,3,1000,15,False,15,10.0,10.0,0.0,30.0
Chocolates & Candies,Yogabar No Added Sugar Protein Bar Brownie,12500,15,4,10600,60,False,60,125.0,106.0,19.0,424.0
Chocolates & Candies,Mother's Recipe Tamarind Paste,5000,2,6,4900,200,False,200,50.0,49.0,1.0,294.0
Chocolates & Candies,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,4900,8,6,4500,200,False,200,49.0,45.0,4.0,270.0
Chocolates & Candies,Kellogg's Crunchy Fruit & Nut Breakfast Cereals Muesli,44500,9,6,40100,750,False,750,445.0,401.0,44.0,2406.0
Chocolates & Candies,MTR Breakfast Khatta Meetha Poha Mix,2500,20,6,2000,60,False,60,25.0,20.0,5.0,120.0
Chocolates & Candies,Sunfeast Yippee! Mood Masala Noodles,6000,28,3,4300,260,False,260,60.0,43.0,17.0,129.0
Chocolates & Candies,Chef's Basket Durum Wheat Elbow Pasta,16000,50,6,8000,500,False,500,160.0,80.0,80.0,480.0
Chocolates & Candies,Ching's Secret Tomato Instant Soup,1000,0,1,1000,16,False,15,10.0,10.0,0.0,10.0
Chocolates & Candies,Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,4000,17,6,3300,30,False,30,40.0,33.0,7.0,198.0
Chocolates & Candies,Bambino Popular Vermicelli,4000,2,3,3900,400,False,400,40.0,39.0,1.0,117.0
Chocolates & Candies,Smith & Jones Masala Noodles,8900,0,5,8900,480,False,480,89.0,89.0,0.0,445.0
Chocolates & Candies,Nestle Nestle Nan Pro Follow-Up Formula,65000,0,6,65000,400,False,400,650.0,650.0,0.0,3900.0
Chocolates & Candies,Sunfeast Yippee! Power Up Atta Noodles,9600,15,6,8100,280,False,280,96.0,81.0,15.0,486.0
Chocolates & Candies,Chings Secret Manchurian Instant Noodle,6000,0,6,6000,240,False,240,60.0,60.0,0.0,360.0
Chocolates & Candies,Mother's Recipe Pickle - Mango,14900,26,4,10900,500,False,500,149.0,109.0,40.0,436.0
Chocolates & Candies,Kelloggs Chocos Protein And Fibre Of 1 Roti,49900,11,6,44400,1200,False,1,499.0,444.0,55.0,2664.0
Chocolates & Candies,Ching's Secret Asian Hot Instant Soup,1500,0,3,1500,15,False,15,15.0,15.0,0.0,45.0
Chocolates & Candies,Maggi Hot & Sweet - Tomato Chilli Sauce,17000,10,1,15300,1000,False,1,170.0,153.0,17.0,153.0
Chocolates & Candies,Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed,17500,20,6,14000,180,False,180,175.0,140.0,35.0,840.0
Chocolates & Candies,Godrej Yummiez Chilli Chicken Sausages,16000,10,3,14400,250,False,250,160.0,144.0,16.0,432.0
Chocolates & Candies,Mother's Recipe Pickle - Mango,12500,9,6,11300,400,False,500,125.0,113.0,12.0,678.0
Chocolates & Candies,Ching's Secret Singapore Curry Instant Noodles,1500,0,3,1500,60,False,60,15.0,15.0,0.0,45.0
Chocolates & Candies,Cornitos Cornitos Taco Shells - 6 Inches,16000,20,4,12800,180,False,180,160.0,128.0,32.0,512.0
Chocolates & Candies,Kellogg's Crunchy Granola Chocolate & Almonds,33000,10,3,29400,450,False,450,330.0,294.0,36.0,882.0
Chocolates & Candies,Kellogg's Real Almond & Honey Corn Flakes,55000,5,3,52000,1000,False,1,550.0,520.0,30.0,1560.0
Chocolates & Candies,Wingreens Farms Chipotle Dip,20000,25,1,15000,180,False,180,200.0,150.0,50.0,150.0
Chocolates & Candies,Smith & Jones Pink Pasta Sauce Mix,4000,0,4,4000,46,False,46,40.0,40.0,0.0,160.0
Chocolates & Candies,ITC Master Chef Classic Aloo Tikki,8000,10,3,7200,320,False,320,80.0,72.0,8.0,216.0
Chocolates & Candies,Saffola Veggie Twist Masala Oats,19500,12,2,17100,500,False,500,195.0,171.0,24.0,342.0
Chocolates & Candies,The Whole Truth Vegan Fig Apricot & Orange Energy Bar No Sugar,6000,20,6,4800,40,False,40,60.0,48.0,12.0,288.0
Chocolates & Candies,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle,3200,0,3,3200,150,False,150,32.0,32.0,0.0,96.0
Chocolates & Candies,Kitchens Of India Chicken Darbari,20000,30,4,14000,285,False,285,200.0,140.0,60.0,560.0
Chocolates & Candies,"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",33000,10,1,29400,450,False,450,330.0,294.0,36.0,294.0
Chocolates & Candies,McCain Super Wedges,12000,7,6,11100,400,False,400,120.0,111.0,9.0,666.0
Chocolates & Candies,Switz Spring Roll Dough Sheets,9000,4,6,8600,1160,False,20,90.0,86.0,4.0,516.0
Chocolates & Candies,Kellogg's Original Corn Flakes,31000,6,6,29000,875,False,875,310.0,290.0,20.0,1740.0
Chocolates & Candies,The Whole Truth Mini Protein Bar - Coconut Cocoa No Added Sugar,5500,25,6,4100,27,False,27,55.0,41.0,14.0,246.0
Chocolates & Candies,Yoga Bar Breakfast Protein Bar - Blueberry Pie,5000,12,1,4400,50,False,50,50.0,44.0,6.0,44.0
Chocolates & Candies,McCain French Fries,12000,5,1,11400,420,False,420,120.0,114.0,6.0,114.0
Chocolates & Candies,Quaker Oats,7900,0,2,7900,400,False,400,79.0,79.0,0.0,158.0
Chocolates & Candies,Unibic Almond & Oats Protein Bar,4000,17,4,3300,30,False,30,40.0,33.0,7.0,132.0
Chocolates & Candies,Saffola Veggie Twist Masala Oats,1500,0,6,1500,38,False,38,15.0,15.0,0.0,90.0
Chocolates & Candies,Top Ramen  Noodles Curry Veg Pouch,2000,0,1,2000,70,False,70,20.0,20.0,0.0,20.0
Chocolates & Candies,Veeba Pasta And Pizza Sauce,7500,13,5,6500,280,False,280,75.0,65.0,10.0,325.0
Chocolates & Candies,Ching's Secret Instant Schezwan Noodles,1500,0,6,1500,60,False,60,15.0,15.0,0.0,90.0
Chocolates & Candies,Veeba Eggless Mayonnaise,7900,11,5,7000,250,False,250,79.0,70.0,9.0,350.0
Chocolates & Candies,Ching's Secret Manchow Instant Soup,1000,0,1,1000,15,False,15,10.0,10.0,0.0,10.0
Chocolates & Candies,Ching's Secret Instant Hot Garlic Noodles,1500,0,3,1500,60,False,60,15.0,15.0,0.0,45.0
Chocolates & Candies,Whiskas Wet  Meal (Adult - Cat Food)  Chicken in Gravy,3500,2,2,3400,85,False,85,35.0,34.0,1.0,68.0
Chocolates & Candies,McCain Veggie Fingers,11700,5,6,11100,400,False,400,117.0,111.0,6.0,666.0
Chocolates & Candies,McCain Veggie Burger Patty,11500,3,6,11100,360,False,360,115.0,111.0,4.0,666.0
Chocolates & Candies,McCain Smiles Cripsy Happy Potatoes,12000,5,6,11400,415,False,415,120.0,114.0,6.0,684.0
Chocolates & Candies,McCain Aloo Tikki,11000,4,6,10500,400,False,400,110.0,105.0,5.0,630.0
Chocolates & Candies,iD Wheat Lachha Paratha,8000,12,6,7000,400,False,400,80.0,70.0,10.0,420.0
Chocolates & Candies,iD Malabar Parota,8000,10,4,7200,400,False,400,80.0,72.0,8.0,288.0
Chocolates & Candies,McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets,12500,5,1,11800,420,False,420,125.0,118.0,7.0,118.0
Chocolates & Candies,McCain Potato Cheese Shotz,13000,4,6,12400,250,False,250,130.0,124.0,6.0,744.0
Chocolates & Candies,McCain Masala - Fries,12000,5,3,11400,375,False,375,120.0,114.0,6.0,342.0
Chocolates & Candies,Ching's Secret Schezwan Fried Rice Masala,1500,0,6,1500,20,False,20,15.0,15.0,0.0,90.0
Chocolates & Candies,Ching's Secret Manchow Noodles Instant Soup,1500,0,6,1500,20,False,20,15.0,15.0,0.0,90.0
Chocolates & Candies,Veeba Chipolte Southwest Dressing,16100,7,4,14900,300,False,300,161.0,149.0,12.0,596.0
Chocolates & Candies,Ferrero Nutella Hazeulnut Spread,38000,6,5,35700,350,False,350,380.0,357.0,23.0,1785.0
Chocolates & Candies,Amul Happy Treats French Fries,6800,4,1,6500,425,False,425,68.0,65.0,3.0,65.0
Chocolates & Candies,The Whole Truth Double Cocoa Protein Bar No Sugar,10000,10,6,9000,52,False,52,100.0,90.0,10.0,540.0
Chocolates & Candies,McCain Crazy Fries Masala MixHot 'n' Tangy,12000,5,6,11400,400,False,400,120.0,114.0,6.0,684.0
Chocolates & Candies,Whiskas Wet  Meal (Kitten - Cat Food)  Chicken in Gravy,3500,5,2,3300,85,False,85,35.0,33.0,2.0,66.0
Chocolates & Candies,Chings Instant Soup - Sweet Corn Veg,1000,0,2,1000,15,False,15,10.0,10.0,0.0,20.0
Chocolates & Candies,Whiskas Kitten (2-12 months) Dry Cat Food Food Ocean Fish,38500,9,5,34700,1100,False,1100,385.0,347.0,38.0,1735.0
Chocolates & Candies,Maggi Imli Sauce Pichkoo,2200,0,6,2200,90,False,90,22.0,22.0,0.0,132.0
Chocolates & Candies,Switz Samosa Dough Sheets,9000,4,6,8600,50,False,50,90.0,86.0,4.0,516.0
Chocolates & Candies,Lijjat Garlic Papad,6000,5,5,5700,200,False,200,60.0,57.0,3.0,285.0
Chocolates & Candies,Ferrero Nutella Hazelnut Spread,22000,5,2,20700,180,False,180,220.0,207.0,13.0,414.0
Chocolates & Candies,McCain French Fries Crisp & Delicious,17500,4,3,16700,750,False,750,175.0,167.0,8.0,501.0
Chocolates & Candies,McCain Smiles - Pudina Chatka,12000,5,3,11400,375,False,375,120.0,114.0,6.0,342.0
Chocolates & Candies,Amul Spray Infant Milk Food,19700,2,6,19300,500,False,500,197.0,193.0,4.0,1158.0
Chocolates & Candies,Chings Instant Soup - Hot & Sour,1000,0,1,1000,15,False,15,10.0,10.0,0.0,10.0
Chocolates & Candies,"Whiskas Adult (+1 Year) Dry Cat Food, Ocean Fish Flavour",43000,10,6,38700,1200,False,1,430.0,387.0,43.0,2322.0
Chocolates & Candies,McCain Chilli Cheesy Nuggets,13000,4,1,12400,250,False,250,130.0,124.0,6.0,124.0
Chocolates & Candies,McCain New Mini Samosa with Cheese Pizza Style Filling,12000,1,3,11800,240,False,240,120.0,118.0,2.0,354.0
Chocolates & Candies,Quaker Oats,19900,7,6,18400,1000,False,1,199.0,184.0,15.0,1104.0
Chocolates & Candies,Ching's Singapore Curry Instant Noodles,6000,0,4,6000,240,False,240,60.0,60.0,0.0,240.0
Chocolates & Candies,Kellogg's Chocos,13000,10,6,11700,250,False,250,130.0,117.0,13.0,702.0
Chocolates & Candies,Nestle Ceregrow Multigrain Cereal with Milk and Fruits - 3 to 6 years,29200,0,6,29200,300,False,300,292.0,292.0,0.0,1752.0
Chocolates & Candies,ITC Master Chef Lebanese Falafel Kebab,13000,4,4,12400,230,False,230,130.0,124.0,6.0,496.0
Chocolates & Candies,Kelloggs Chocos Fills Double Chocolaty,18500,10,5,16500,250,False,250,185.0,165.0,20.0,825.0
Chocolates & Candies,Organic India Apple Cider Vinegar,59500,9,2,53600,500,False,500,595.0,536.0,59.0,1072.0
Chocolates & Candies,Kellogg's Almonds And Cranberries Granola,33000,6,6,31000,460,False,460,330.0,310.0,20.0,1860.0
Chocolates & Candies,Masala Oats Masala & Coriander,19500,9,5,17600,500,False,500,195.0,176.0,19.0,880.0
Chocolates & Candies,Ching's Secret  Noodles - Pad Thai Lemongras,20000,0,5,20000,130,False,130,200.0,200.0,0.0,1000.0
Chocolates & Candies,Bagrrys Fruit and Nut Muesli with Cranberries,49900,0,5,49900,750,False,750,499.0,499.0,0.0,2495.0
Chocolates & Candies,Kitchens Of India Yellow Dal Tadka,11000,30,6,7700,285,False,285,110.0,77.0,33.0,462.0
Chocolates & Candies,Pantai Red Curry Paste,6000,0,4,6000,50,False,50,60.0,60.0,0.0,240.0
Chocolates & Candies,Kellogg's Real Honey Corn Flakes,29000,7,5,26700,630,False,630,290.0,267.0,23.0,1335.0
Chocolates & Candies,Soulfull Vanilla Fills - Ragi Bites,16900,5,6,16000,250,False,250,169.0,160.0,9.0,960.0
Chocolates & Candies,Borges Durum Wheat Pasta Superior Quality,25000,40,6,14900,500,False,500,250.0,149.0,101.0,894.0
Chocolates & Candies,Veeba Hot Sweet Tomato Chilli Sauce,10400,20,3,8300,500,False,500,104.0,83.0,21.0,249.0
Chocolates & Candies,Kellogg's Crunchy Bites Chocos,19000,10,6,17100,375,False,375,190.0,171.0,19.0,1026.0
Chocolates & Candies,Nestle Lactogen Stage 2 Follow-up Formula Powder,34000,0,2,34000,400,False,400,340.0,340.0,0.0,680.0
Chocolates & Candies,MTR Ready To Eat Paneer Butter Masala,13500,9,2,12200,300,False,300,135.0,122.0,13.0,244.0
Chocolates & Candies,Pantai Oyster Sauce,27500,14,4,23400,200,False,200,275.0,234.0,41.0,936.0
Chocolates & Candies,MTR Seviyan Vermicelli,4200,0,2,4200,400,False,400,42.0,42.0,0.0,84.0
Chocolates & Candies,Pantai Teriyaki Sauce with Garlic,32500,15,6,27600,200,False,200,325.0,276.0,49.0,1656.0
Chocolates & Candies,Ching's Secret Hot Garlic Instant Noodles,11400,0,6,11400,480,False,480,114.0,114.0,0.0,684.0
Chocolates & Candies,Mother's Recipe Punjabi Teekha Mang Pickle,12000,10,4,10800,400,False,400,120.0,108.0,12.0,432.0
Chocolates & Candies,MTR Roasted Vermicelli,5500,0,1,5500,400,False,400,55.0,55.0,0.0,55.0
Chocolates & Candies,Pantai Sriracha Red Chilli Sauce,22500,15,6,19100,200,False,200,225.0,191.0,34.0,1146.0
Chocolates & Candies,Del Monte Pizza & Pasta Sauce Spout Pack,9900,0,3,9900,400,False,400,99.0,99.0,0.0,297.0
Chocolates & Candies,ITC Master Chef Chicken Seekh Kabab,32500,0,6,32500,500,False,500,325.0,325.0,0.0,1950.0
Chocolates & Candies,Ching's Secret Manchurian Noodles,9100,0,5,9100,360,False,360,91.0,91.0,0.0,455.0
Chocolates & Candies,Kellogg's All Bran Wheat Flakes,22000,6,5,20500,425,False,425,220.0,205.0,15.0,1025.0
Chocolates & Candies,Yummiez Chicken Breakfast Sausages,15000,0,3,15000,250,False,250,150.0,150.0,0.0,450.0
Chocolates & Candies,Pantai Red Curry Paste,15000,14,3,12800,114,False,114,150.0,128.0,22.0,384.0
Chocolates & Candies,Bagrrys Muesli Crunchy Fruit & Nut With Cranberries,33000,10,6,29700,400,False,400,330.0,297.0,33.0,1782.0
Chocolates & Candies,Quaker Oats Pouch,27600,10,6,24800,1500,False,1,276.0,248.0,28.0,1488.0
Chocolates & Candies,Prasuma Momos -  Cheesy Spicy Veg,29500,0,6,29500,24,False,24,295.0,295.0,0.0,1770.0
Chocolates & Candies,Veeba Sriracha Chilli Garlic Sauce,14900,8,5,13700,320,False,320,149.0,137.0,12.0,685.0
Chocolates & Candies,Ching's Secret Just Soak - Veg Hakka Noodles,11500,0,6,11500,600,False,600,115.0,115.0,0.0,690.0
Chocolates & Candies,Moi Soi Kung Pao Sauce - For Stir Fry Marinade Spread & Dip,28000,50,5,14000,175,False,175,280.0,140.0,140.0,700.0
Chocolates & Candies,Figaro Plain Green Olive,17900,0,6,17900,450,False,450,179.0,179.0,0.0,1074.0
Chocolates & Candies,Mother's Recipe Gujrati Gorkeri Pickle,14000,10,3,12600,500,False,500,140.0,126.0,14.0,378.0
Chocolates & Candies,Kellogg's Muesli 20% Nuts Delight,32000,0,6,32000,500,False,500,320.0,320.0,0.0,1920.0
Chocolates & Candies,Borges Farfalle Durum Wheat Pasta,25000,0,5,25000,500,False,500,250.0,250.0,0.0,1250.0
Chocolates & Candies,Kellogg's Chocos,29900,10,4,26900,700,False,700,299.0,269.0,30.0,1076.0
Chocolates & Candies,Nestle Nan Pro 4 Follow Up Formula Powder For Older Infants,62000,0,1,62000,400,False,400,620.0,620.0,0.0,620.0
Chocolates & Candies,Veeba Truly Tomato Ketchup,9900,20,6,7900,500,False,500,99.0,79.0,20.0,474.0
Chocolates & Candies,Ching's Secret Green Chilli Sauce,8500,4,1,8100,680,False,680,85.0,81.0,4.0,81.0
Chocolates & Candies,Hershey's Cocoa Spread,29500,0,3,29500,350,False,350,295.0,295.0,0.0,885.0
Chocolates & Candies,Cantina Tortilla Dip Sauce Sour Creamy Tex Mex,22500,15,5,19100,190,False,190,225.0,191.0,34.0,955.0
Chocolates & Candies,Dabur Hommade - Rajasthan Ki Garlic Chutne,6500,6,6,6100,200,False,200,65.0,61.0,4.0,366.0
Chocolates & Candies,Ching's Secret Sweet Corn Soup,5500,0,6,5500,55,False,55,55.0,55.0,0.0,330.0
Chocolates & Candies,Moi Soi Sichuan Chilli Oil- For Stir Fry Marinade Spread & Dip,28000,50,5,14000,175,False,175,280.0,140.0,140.0,700.0
Chocolates & Candies,Kelloggs Special K,21000,8,5,19200,435,False,435,210.0,192.0,18.0,960.0
Chocolates & Candies,Pantai Green Curry Paste,15000,14,5,12800,114,False,114,150.0,128.0,22.0,640.0
Chocolates & Candies,"The Whole Truth - Nuts, Fruits & Seeds Muesli",32500,20,6,26000,350,False,350,325.0,260.0,65.0,1560.0
Chocolates & Candies,The Whole Truth Vegan Mocha Almond Fudge Energy Bar No Sugar,6000,20,6,4800,40,False,40,60.0,48.0,12.0,288.0
Chocolates & Candies,Veeba Barbeque Sauce,14900,8,6,13700,330,False,330,149.0,137.0,12.0,822.0
Chocolates & Candies,Figaro Sliced Black Olive,17900,0,6,17900,450,False,450,179.0,179.0,0.0,1074.0
Chocolates & Candies,Soulfull Ragi Bites Choco Fills,16900,5,4,16000,250,False,250,169.0,160.0,9.0,640.0
Chocolates & Candies,Kelloggs Chocos Fills Double Chocolat,9900,11,6,8800,175,False,175,99.0,88.0,11.0,528.0
Chocolates & Candies,Kitchens Of India Palak Paneer,13000,30,6,9100,285,False,285,130.0,91.0,39.0,546.0
Chocolates & Candies,Mother's Recipe Madras Appalam,5000,10,6,4500,100,False,100,50.0,45.0,5.0,270.0
Chocolates & Candies,Kelloggs Chocos - Moons & Stars,66000,40,4,39600,1200,False,1,660.0,396.0,264.0,1584.0
Chocolates & Candies,Nestle Cerelac Baby Cereal With Milk Wheat-Rice Mixed Fruit,26100,0,6,26100,300,False,300,261.0,261.0,0.0,1566.0
Chocolates & Candies,Ching's Secret Lemon Coriander Instant Soup,1500,0,5,1500,15,False,15,15.0,15.0,0.0,75.0
Chocolates & Candies,Pedigree Puppy Dry Dog Food Food Chicken & Milk,29000,20,6,23200,1200,False,1200,290.0,232.0,58.0,1392.0
Chocolates & Candies,Kelloggs Chocos,17000,5,4,16000,385,False,385,170.0,160.0,10.0,640.0
Chocolates & Candies,Kellogg's Corn Flakes,42500,9,1,38300,1000,False,1,425.0,383.0,42.0,383.0
Chocolates & Candies,Godrej Yummiez Chicken Punjabi Tikka,29500,9,6,26600,360,False,360,295.0,266.0,29.0,1596.0
Chocolates & Candies,"Knorr Classic Tomato Soup With 100% Real Vegetabls, No Added Preservatives",5500,0,6,5500,53,False,53,55.0,55.0,0.0,330.0
Chocolates & Candies,Smith & Jones Masala Noodles,6800,10,5,6100,360,False,360,68.0,61.0,7.0,305.0
Chocolates & Candies,MTR 3 Minute Breakfast - Magic Masala Upma,2500,0,6,2500,60,False,60,25.0,25.0,0.0,150.0
Chocolates & Candies,ITC Master Chef Chicken Galouti Kebab,17000,4,2,16200,210,False,210,170.0,162.0,8.0,324.0
Chocolates & Candies,"Top Ramen Noodles, Atta",8000,0,1,8000,280,False,280,80.0,80.0,0.0,80.0
Chocolates & Candies,Top Ramen Masala Oat Masala,8000,10,6,7200,280,False,280,80.0,72.0,8.0,432.0
Chocolates & Candies,"Ching's Secret Instant Noodles, Hot Garlic",6000,0,4,6000,240,False,240,60.0,60.0,0.0,240.0
Chocolates & Candies,Pantai Light Soy Sauce,27500,14,5,23400,200,False,200,275.0,234.0,41.0,1170.0
Chocolates & Candies,Kitchens of India Dal Makhani,11000,30,2,7700,285,False,285,110.0,77.0,33.0,154.0
Chocolates & Candies,Mother's Recipe Lime Pickle,12000,5,1,11400,400,False,400,120.0,114.0,6.0,114.0
Chocolates & Candies,Kelloggs Chocos Moon & Stars,33000,10,6,29400,680,False,680,330.0,294.0,36.0,1764.0
Chocolates & Candies,Mother's Recipe Bhel Puri Chutney,5500,9,4,5000,200,False,200,55.0,50.0,5.0,200.0
Chocolates & Candies,Ching's Secret Chowmein Hakka Noodles Masala,6000,10,2,5400,100,False,100,60.0,54.0,6.0,108.0
Chocolates & Candies,Ching's Secret Just Soak - Veg Hakka Noodles,3000,0,5,3000,150,False,150,30.0,30.0,0.0,150.0
Chocolates & Candies,Kitchens Of India Mughlai Paneer,16000,30,4,11200,285,False,285,160.0,112.0,48.0,448.0
Chocolates & Candies,Saffola Everyday Peppy Tomato Masala Oats,19500,12,6,17100,500,False,500,195.0,171.0,24.0,1026.0
Chocolates & Candies,Maggi Ghee Tadka Upma Express Pouch,2500,0,6,2500,65,False,65,25.0,25.0,0.0,150.0
Chocolates & Candies,Kellogg's Real Almond & Honey Corn Flakes,37000,12,3,32400,650,False,650,370.0,324.0,46.0,972.0
Chocolates & Candies,Veeba Carrot & Cucumber Sandwich Spread,8500,10,6,7600,250,False,250,85.0,76.0,9.0,456.0
Chocolates & Candies,Ching's Secret Manchow Soup,5500,0,3,5500,55,False,55,55.0,55.0,0.0,165.0
Chocolates & Candies,Wingreens Farms Tangy Cheese Pita Chips & Mexican Salsa Dip,6000,15,1,5100,70,False,70,60.0,51.0,9.0,51.0
Chocolates & Candies,ITC Master Chef Veggie Pizza Pocket,17000,4,4,16200,340,False,340,170.0,162.0,8.0,648.0
Chocolates & Candies,Sumeru Aloo Paratha,11900,5,6,11300,400,False,400,119.0,113.0,6.0,678.0
Chocolates & Candies,Nestle Cerelac Wheat - Stage 1,19000,0,6,19000,300,False,300,190.0,190.0,0.0,1140.0
Chocolates & Candies,Kitchens Of India Chicken Chettinad,20000,30,1,14000,285,False,285,200.0,140.0,60.0,140.0
Cooking Essentials,Everest Kitchen King Masala,7000,14,2,6000,100,False,100,70.0,60.0,10.0,120.0
Cooking Essentials,Nestle Milkmaid,13200,3,6,12800,400,False,400,132.0,128.0,4.0,768.0
Cooking Essentials,Everest Garam Masala,4200,2,2,4100,50,False,50,42.0,41.0,1.0,82.0
Cooking Essentials,Popular Essentials Sona Masouri Steam Rice,6500,9,6,5900,1000,False,1,65.0,59.0,6.0,354.0
Cooking Essentials,24 Mantra Organic Cumin,7000,7,2,6500,100,False,100,70.0,65.0,5.0,130.0
Cooking Essentials,24 Mantra Organic Tur Dal,26000,20,6,20800,1000,False,1,260.0,208.0,52.0,1248.0
Cooking Essentials,24 Mantra Bura Sugar (Demerara),8000,10,6,7200,500,False,500,80.0,72.0,8.0,432.0
Cooking Essentials,Popular Essentials Black Masoor Whole (Un-Polished),6500,10,3,5800,500,False,500,65.0,58.0,7.0,174.0
Cooking Essentials,Weikfield Vanilla Flavoured Custard Powder,3700,0,6,3700,100,False,100,37.0,37.0,0.0,222.0
Cooking Essentials,Tata Sampann Moong Dal Split,18000,1,5,17800,1000,False,200,180.0,178.0,2.0,890.0
Cooking Essentials,Tata Sampann Kala Chana,6400,0,5,6400,500,False,500,64.0,64.0,0.0,320.0
Cooking Essentials,Saffola Soya Chunks Mealmaker,5000,0,2,5000,200,False,200,50.0,50.0,0.0,100.0
Cooking Essentials,Popular Essentials Green Cardamom (Elaichi),20000,1,6,19800,50,False,50,200.0,198.0,2.0,1188.0
Cooking Essentials,Hershey's Syrup Delicious Strawberry,9500,0,1,9500,200,False,200,95.0,95.0,0.0,95.0
Cooking Essentials,Popular Essentials Anjeer,19000,11,4,16900,100,False,100,190.0,169.0,21.0,676.0
Cooking Essentials,Popular Essentials Mustard Seeds Rai Small,2000,0,2,2000,100,False,100,20.0,20.0,0.0,40.0
Cooking Essentials,Weikfield Baking Powder,3300,3,6,3200,100,False,100,33.0,32.0,1.0,192.0
Cooking Essentials,Dabur Honey Squeezy,18500,9,6,16700,225,False,225,185.0,167.0,18.0,1002.0
Cooking Essentials,Tata Sampann High Protein Kali Urad,9100,14,6,7800,500,False,500,91.0,78.0,13.0,468.0
Cooking Essentials,Everest Kitchen King Masala,3700,2,6,3600,50,False,50,37.0,36.0,1.0,216.0
Cooking Essentials,TilSona Til Oil,18000,10,2,16200,500,False,500,180.0,162.0,18.0,324.0
Cooking Essentials,24 Mantra Organic Green Moong Dal - Split,13500,0,2,13500,500,False,500,135.0,135.0,0.0,270.0
Cooking Essentials,Satyam Khobra,11300,10,5,10100,200,False,200,113.0,101.0,12.0,505.0
Cooking Essentials,24 Mantra Organic Peanuts,13500,7,1,12500,500,False,500,135.0,125.0,10.0,125.0
Cooking Essentials,Everest Hingraj Powder,9000,10,2,8100,50,False,50,90.0,81.0,9.0,162.0
Cooking Essentials,Everest Black Pepper Powder,13500,14,6,11500,100,False,100,135.0,115.0,20.0,690.0
Cooking Essentials,Everest Pani Puri Masala,3100,3,6,3000,50,False,50,31.0,30.0,1.0,180.0
Cooking Essentials,24 Mantra Organic Besan,9500,7,5,8800,500,False,500,95.0,88.0,7.0,440.0
Cooking Essentials,Saffola Gold Refined Cooking Oil (Jar),48500,7,6,44900,2000,False,2,485.0,449.0,36.0,2694.0
Cooking Essentials,Gits Gulab Jamun Instant Dessert Mix,9900,10,6,8900,200,False,200,99.0,89.0,10.0,534.0
Cooking Essentials,Everest Powder - Tea Masala,9800,9,5,8900,100,False,100,98.0,89.0,9.0,445.0
Cooking Essentials,Tata Sampann Urad Dal Split,9400,4,6,9000,500,False,500,94.0,90.0,4.0,540.0
Cooking Essentials,Popular Essentials Idli Sooji,3000,6,6,2800,500,False,500,30.0,28.0,2.0,168.0
Cooking Essentials,Popular Essentials Dessicated Coconut,9500,9,6,8600,200,False,200,95.0,86.0,9.0,516.0
Cooking Essentials,24 Mantra Organic Red Poha,7500,8,1,6900,500,False,500,75.0,69.0,6.0,69.0
Cooking Essentials,Tata Sampann Unpolished Rajma (Chitra),13400,6,6,12500,500,False,500,134.0,125.0,9.0,750.0
Cooking Essentials,Popular Essentials Cashew Split,32500,12,6,28300,250,False,250,325.0,283.0,42.0,1698.0
Cooking Essentials,Fortune Rozana Basmati Rice,58500,21,6,46200,5000,False,5,585.0,462.0,123.0,2772.0
Cooking Essentials,Fortune Rice Bran Health Oil (Jar),105000,1,6,103900,5000,False,5,1050.0,1039.0,11.0,6234.0
Cooking Essentials,Saffola Gold (Jar),124000,0,6,124000,5000,False,5,1240.0,1240.0,0.0,7440.0
Cooking Essentials,Popular Essentials Plain Puffed Rice (Murmura/Muri),1800,0,6,1800,100,False,100,18.0,18.0,0.0,108.0
Cooking Essentials,Parachute Oil,4000,7,3,3700,100,False,100,40.0,37.0,3.0,111.0
Cooking Essentials,Dhara Nourish Refined Sunflower Oil Pouch,21000,5,6,19900,1000,False,1,210.0,199.0,11.0,1194.0
Cooking Essentials,Fortune Biriyani Special Basmati Rice,17500,0,5,17500,1000,False,1,175.0,175.0,0.0,875.0
Cooking Essentials,Gowardhan Cow Ghee Pouch,57900,10,6,52100,1000,False,1,579.0,521.0,58.0,3126.0
